school_name,name,left_over_total,offered,leftover_rate
Armstrong Elementary,Egg and American Cheese on Biscuit(Sandwich),0,60,0.0
Armstrong Elementary,Graham Crackers(Package),0,10,0.0
Armstrong Elementary,"Parfait, Triple Berry(Parfait)",0,11,0.0
Armstrong Elementary,Pumpkin Bread(1 square),0,14,0.0
Armstrong Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),0,44,0.0
Baileys Lower Elementary,Fat Free White Milk(Each),474,935,50.6951871657754
Baileys Lower Elementary,Red Delicious Apple(Each - serving),1333,3255,40.95238095238095
Baileys Lower Elementary,Orange(6 Slices per 1/2 cup),15,40,37.5
Baileys Lower Elementary,Strawberry Flavored Dried Cranberries(2 Eaches),18,50,36.0
Baileys Lower Elementary,Golden Delicious Apple(Each),65,195,33.33333333333333
Baileys Lower Elementary,Apple Juice(Each),1651,5060,32.62845849802372
Baileys Lower Elementary,String Cheese(1 Stick),80,250,32.0
Baileys Lower Elementary,Orange Tangerine Juice(Each),1418,4665,30.396570203644156
Baileys Lower Elementary,Assorted Craisins(Packet),59,210,28.095238095238095
Baileys Lower Elementary,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),70,256,27.34375
Baileys Lower Elementary,1% White Milk(Each),1651,6729,24.535592212810226
Baileys Lower Elementary,Cinnamon Chex Cereal(Each),71,315,22.53968253968254
Baileys Lower Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",188,884,21.266968325791854
Baileys Lower Elementary,Natural Grape Jam(Packet),258,1240,20.806451612903228
Baileys Lower Elementary,Cream Cheese(Each),198,1383,14.316702819956618
Baileys Lower Elementary,Honey Cheerios Cereal(Each),229,1722,13.29849012775842
Baileys Lower Elementary,Blueberry Chex Cereal(Each),135,1161,11.627906976744185
Baileys Lower Elementary,Strawberry Parfait(Parfait),14,133,10.526315789473683
Baileys Lower Elementary,Bagel(Bagel),170,1679,10.125074449076832
Baileys Lower Elementary,Banana(Each),74,991,7.467204843592332
Baileys Lower Elementary,Mini Maple Pancakes(Package),188,2950,6.372881355932202
Baileys Lower Elementary,Mandarin Orange Parfait(Parfait),36,602,5.980066445182724
Baileys Lower Elementary,Turkey Sausage Breakfast Biscuit(Sandwich),38,682,5.571847507331378
Baileys Lower Elementary,Peach Parfait(Parfait),6,111,5.405405405405405
Baileys Lower Elementary,1% Unflavored Shelf-Stable Milk(Each),0,30,0.0
Baileys Lower Elementary,Applesauce(1/2 Cup),0,347,0.0
Baileys Lower Elementary,Biscuit(Biscuit),0,11,0.0
Baileys Lower Elementary,"Bread, English Muffin, WG(Each)",0,20,0.0
Baileys Lower Elementary,Chilled Peaches(1/2 cup (drained)),0,681,0.0
Baileys Lower Elementary,Chilled Pineapple(1/2 cup),0,115,0.0
Baileys Lower Elementary,Egg and American Cheese on Bagel(Sandwich),0,230,0.0
Baileys Lower Elementary,Egg and American Cheese on Biscuit(Sandwich),0,242,0.0
Baileys Lower Elementary,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",0,236,0.0
Baileys Lower Elementary,IW Applesauce Cup(Each),0,116,0.0
Baileys Lower Elementary,"Lactose Free, White Milk(Each)",0,139,0.0
Baileys Lower Elementary,Orange Slices(3 slices per 1/4 cup),0,450,0.0
Baileys Lower Elementary,"Parfait, Triple Berry(Parfait)",0,283,0.0
Baileys Lower Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",0,318,0.0
Baileys Upper Elementary,Natural Grape Jam(Packet),375,619,60.58158319870759
Baileys Upper Elementary,Red Delicious Apple(Each - serving),1283,2821,45.480326125487416
Baileys Upper Elementary,Fat Free White Milk(Each),87,348,25.0
Baileys Upper Elementary,"Bread, English Muffin, WG(Each)",20,84,23.809523809523807
Baileys Upper Elementary,Blueberry Muffin Top(Muffin Top),35,189,18.51851851851852
Baileys Upper Elementary,1% White Milk(Each),246,1437,17.118997912317326
Baileys Upper Elementary,Natural Breakfast Syrup(Each),246,1530,16.07843137254902
Baileys Upper Elementary,Mini Maple Pancakes(Package),243,1530,15.88235294117647
Baileys Upper Elementary,Strawberry Parfait(Parfait),15,105,14.285714285714285
Baileys Upper Elementary,String Cheese(1 Stick),123,962,12.785862785862786
Baileys Upper Elementary,Blueberry Bread(1oz Grain (1/64 Baked Pan)),42,329,12.76595744680851
Baileys Upper Elementary,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",46,487,9.44558521560575
Baileys Upper Elementary,"Parfait, Triple Berry(Parfait)",41,470,8.72340425531915
Baileys Upper Elementary,Apple Juice(Each),472,5613,8.409050418670942
Baileys Upper Elementary,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",5,65,7.6923076923076925
Baileys Upper Elementary,Honey Cheerios Cereal(Each),100,1305,7.662835249042145
Baileys Upper Elementary,Mandarin Orange Parfait(Parfait),17,253,6.719367588932807
Baileys Upper Elementary,Cream Cheese(Each),13,274,4.744525547445255
Baileys Upper Elementary,Bagel(Bagel),13,314,4.140127388535031
Baileys Upper Elementary,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",13,348,3.7356321839080464
Baileys Upper Elementary,1% Unflavored Shelf-Stable Milk(Each),0,15,0.0
Baileys Upper Elementary,"Apple, Slices, IW - ER Supper Only(Each)",0,83,0.0
Baileys Upper Elementary,Banana(Each),0,24,0.0
Baileys Upper Elementary,Chicken Tenders(3 tenders),0,40,0.0
Baileys Upper Elementary,Egg and American Cheese on Bagel(Sandwich),0,158,0.0
Baileys Upper Elementary,Egg and American Cheese on English Muffin(Sandwich),0,32,0.0
Baileys Upper Elementary,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",0,9,0.0
Baileys Upper Elementary,Turkey & Cheese on Biscuit(Sandwich),0,83,0.0
Beech Tree Elementary,Chicken & Biscuit Sandwich(Sandwich),10,10,100.0
