school_name,name,left_over_total,offered_reimbursable,leftover_rate
Franklin Sherman Elementary,Nachos with Black Beans and Cheese Sauce (Serving),0,6,0.0
Franklin Sherman Elementary,Nachos with Cheese Sauce (Serving),0,68,0.0
Franklin Sherman Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),0,36,0.0
Franklin Sherman Elementary,"Nutri-Grain, Apple Cinnamon (each)",0,14,0.0
Franklin Sherman Elementary,Orange Sauce (ounce),0,40,0.0
Franklin Sherman Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",0,72,0.0
Franklin Sherman Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),0,60,0.0
Franklin Sherman Elementary,Roasted Plantains (6 Slices),0,24,0.0
Franklin Sherman Elementary,"Sauce, Spicy Mayo (tbsp)",0,74,0.0
Franklin Sherman Elementary,Sour Cream (2 Tablespoons),0,44,0.0
Franklin Sherman Elementary,Tex Mex Corn (1/2 cup),0,24,0.0
Franklin Sherman Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),0,12,0.0
Franklin Sherman Elementary,Turkey Barbacoa Tacos on Flour Tortillas (2 Tacos),0,24,0.0
Franklin Sherman Elementary,Vegan Burger (Sandwich),0,12,0.0
Franklin Sherman Elementary,Whole Strawberries (1/4 cup thawed),0,40,0.0
Franklin Sherman Elementary,Whole Wheat Dinner Roll (2 rolls),0,64,0.0
Freedom Hill Elementary,Fat Free White Milk (Each),1917,2440,78.56557377049181
Freedom Hill Elementary,Assorted  4 oz Yogurt (Container),15,20,75.0
Freedom Hill Elementary,1% White Milk (Each),2349,3429,68.50393700787401
Freedom Hill Elementary,Italian Dressing (1 ounce),424,743,57.065948855989234
Freedom Hill Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),27,48,56.25
Freedom Hill Elementary,Strawberry Chex Mix (Package),29,53,54.71698113207547
Freedom Hill Elementary,Ranch Dressing (1 ounce),414,763,54.25950196592398
Freedom Hill Elementary,"Sauce, Spicy Mayo (tbsp)",52,96,54.166666666666664
Freedom Hill Elementary,Smartfood RF White Cheddar Popcorn (Each),192,378,50.79365079365079
Freedom Hill Elementary,Black Beans - salad bar entree (1/2 cup),68,136,50.0
Freedom Hill Elementary,Vegan Burger (Sandwich),9,18,50.0
Freedom Hill Elementary,Apple Juice (Each),102,235,43.40425531914894
Freedom Hill Elementary,Applesauce (1/4 cup),15,36,41.66666666666667
Freedom Hill Elementary,Strawberry Parfait Power Pack (Power Pack),119,288,41.31944444444444
Freedom Hill Elementary,Bottled Water (Bottle),8,20,40.0
Freedom Hill Elementary,Mandarin Orange Pepper Fruit Salsa (1 TBSP),24,60,40.0
Freedom Hill Elementary,Orange Tangerine Juice (Each),2,5,40.0
Freedom Hill Elementary,Mayonnaise Packet (Packet),47,122,38.52459016393443
Freedom Hill Elementary,Cherry Tomatoes (1/4 cup),133,360,36.94444444444444
Freedom Hill Elementary,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),18,50,36.0
Freedom Hill Elementary,Cucumber Slices (1/4 cup),70,204,34.31372549019608
Freedom Hill Elementary,Chickpeas (1/4 cup),102,302,33.77483443708609
Freedom Hill Elementary,Corn (1/4 cup (thawed)),122,364,33.51648351648351
Freedom Hill Elementary,Chickpeas - salad bar entree (1/2 cup),84,254,33.07086614173229
Freedom Hill Elementary,Black Beans (1/4 Cup),34,112,30.357142857142854
Freedom Hill Elementary,Chickenless Bites (4 Bites),80,265,30.18867924528302
Freedom Hill Elementary,Asian Meatball Sub (sandwich),51,171,29.82456140350877
Freedom Hill Elementary,Marinara Sauce (1/2 cup),14,48,29.166666666666668
Freedom Hill Elementary,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),74,258,28.68217054263566
Freedom Hill Elementary,Chana Masala (1/2 cup),15,56,26.785714285714285
Freedom Hill Elementary,Cheez-Its Crackers (Package),81,329,24.620060790273556
Freedom Hill Elementary,Chocolate Chip Cookie (Cookie),59,240,24.583333333333332
Freedom Hill Elementary,Fat Free Chocolate Milk (Each),884,3694,23.930698429886302
Freedom Hill Elementary,Tex Mex Corn (1/2 cup),24,107,22.429906542056074
Freedom Hill Elementary,Strawberry & Banana Yogurt Power Pack (Power Packs),68,304,22.36842105263158
Freedom Hill Elementary,"Apple Slices (3 slices, 1/4 cup)",462,2112,21.875
Freedom Hill Elementary,Roasted Plantains (6 Slices),34,168,20.238095238095237
Freedom Hill Elementary,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),10,50,20.0
Freedom Hill Elementary,PB&J Power Pack (Power Packs),264,1420,18.591549295774648
Freedom Hill Elementary,Bean and Cheese Pupusa (Pupusa),13,72,18.055555555555554
Freedom Hill Elementary,Orange Sauce (ounce),18,100,18.0
Freedom Hill Elementary,Strawberry Flavored Dried Cranberries (Each),360,2019,17.830609212481427
Freedom Hill Elementary,Watermelon Flavored Dried Cranberries (Each),193,1088,17.738970588235293
Freedom Hill Elementary,Cooked  Brown Rice (1/2 cup cooked),79,450,17.555555555555554
Freedom Hill Elementary,Broccoli Florets (1/4 cup),74,434,17.050691244239633
Freedom Hill Elementary,Apple Slices (3 slices per 1/4 cup),313,1856,16.864224137931032
Freedom Hill Elementary,Manager's Vegetable Choice (1/4 cup),368,2192,16.78832116788321
Freedom Hill Elementary,"Bread, Loco (1/2 piece)",24,144,16.666666666666664
Freedom Hill Elementary,Red Seedless Grapes (16 grapes per 1/2 cup),34,204,16.666666666666664
Freedom Hill Elementary,Alfredo & Basil Lasagna (Each),29,178,16.292134831460675
Freedom Hill Elementary,Baby Carrots (3 baby carrots per 1/4 cup),73,473,15.433403805496829
Freedom Hill Elementary,Mustard Packet (Packet),34,222,15.315315315315313
Freedom Hill Elementary,Orange Chicken (4 Bites w/ 1oz sauce),19,126,15.079365079365079
Freedom Hill Elementary,Chicken & Vegetable Dumplings (6 dumplings),17,115,14.782608695652174
Freedom Hill Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),48,328,14.634146341463413
Freedom Hill Elementary,Peach Yogurt Power Pack (Power Packs),7,48,14.583333333333334
Freedom Hill Elementary,Chicken Masala Drumstick (Drumstick),24,192,12.5
Freedom Hill Elementary,Celery Sticks (1/2 cup),34,278,12.23021582733813
Freedom Hill Elementary,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",27,228,11.842105263157894
Freedom Hill Elementary,Beef Meatball Sub Sandwich (Sandwich),23,198,11.616161616161616
Freedom Hill Elementary,Red Seedless Grapes (8 grapes per 1/4 cup),92,822,11.19221411192214
Freedom Hill Elementary,Banana (Each),83,798,10.401002506265664
Freedom Hill Elementary,Orange (1/4 cup),45,442,10.180995475113122
Freedom Hill Elementary,Chilled Mandarin Oranges (1/4 cup (drained)),16,192,8.333333333333332
Freedom Hill Elementary,Soft Pretzel (1 pretzel),67,848,7.900943396226415
Freedom Hill Elementary,Steamed Broccoli (1/2 cup),16,210,7.6190476190476195
Freedom Hill Elementary,Orange Slices (3 slices per 1/4 cup),68,918,7.4074074074074066
Freedom Hill Elementary,Cheeseburger (Sandwich),15,203,7.389162561576355
Freedom Hill Elementary,Chicken Tenders (3 tenders),36,554,6.4981949458483745
Freedom Hill Elementary,Baked Cheese Sticks (2 Cheese Sticks),11,172,6.395348837209303
Freedom Hill Elementary,Cheese Quesadilla (Quesadilla),8,156,5.128205128205128
Freedom Hill Elementary,Asian Veggie Sub (sandwich),14,278,5.0359712230215825
Freedom Hill Elementary,Potato Wedges (7 pieces),8,160,5.0
Freedom Hill Elementary,Grilled Cheese Sandwich (Sandwich),6,123,4.878048780487805
Freedom Hill Elementary,Blueberry Bread (1 square),14,338,4.142011834319527
Freedom Hill Elementary,Whole Wheat Dinner Roll (Each),2,197,1.015228426395939
Freedom Hill Elementary,Chocolate Chip Cookie (1/2 Cookie),2,245,0.8163265306122449
Freedom Hill Elementary,Turkey Pepperoni Pizza (Slice),3,559,0.5366726296958855
Freedom Hill Elementary,Apple Cinnamon Spread (Each),0,16,0.0
Freedom Hill Elementary,Applesauce (1/2 Cup),0,84,0.0
Freedom Hill Elementary,BBQ Chicken Drumstick (Drumstick),0,0,0.0
Freedom Hill Elementary,BBQ Vegan Burger (Sandwich),0,2,0.0
Freedom Hill Elementary,Black Beans (1/2 Cup),0,68,0.0
Freedom Hill Elementary,Cheese Pizza (Slice),0,738,0.0
Freedom Hill Elementary,Cherry Flavored Dried Cranberries (Each),0,0,0.0
Freedom Hill Elementary,Chickenless Bites (2 Bites),0,94,0.0
Freedom Hill Elementary,Chilled Mandarin Oranges (1/2 cup (drained)),0,390,0.0
Freedom Hill Elementary,Chilled Peaches (1/2 cup (drained)),0,73,0.0
Freedom Hill Elementary,Chilled Peaches (1/4 cup (drained)),0,48,0.0
Freedom Hill Elementary,Chilled Pineapple (1/4 cup),0,0,0.0
Freedom Hill Elementary,Cooked  Brown Rice (1 cup cooked),0,16,0.0
Freedom Hill Elementary,Corn (1/2 cup (cooked)),0,24,0.0
Freedom Hill Elementary,Cucumber Slices (1/2 cup),0,5,0.0
Freedom Hill Elementary,Cucumber Slices (6 Slices per 1/2 cup),0,62,0.0
Freedom Hill Elementary,Fish Tacos (2 Tacos),0,16,0.0
Freedom Hill Elementary,Fresh Whole Pear (Each),0,0,0.0
Freedom Hill Elementary,Gala Apple (Each),0,205,0.0
Freedom Hill Elementary,Graham Crackers (Package),0,147,0.0
Freedom Hill Elementary,IW Applesauce Cup (Each),0,145,0.0
Freedom Hill Elementary,Ketchup Packet (Packet),0,172,0.0
Freedom Hill Elementary,Lettuce Blend Salad Mix (1 cup),0,89,0.0
Freedom Hill Elementary,Lettuce Blend Salad Mix (1/2 cup),0,800,0.0
Freedom Hill Elementary,Nachos with Black Beans and Cheese Sauce (Serving),0,0,0.0
Freedom Hill Elementary,Nachos with Cheese Sauce (Serving),0,160,0.0
Freedom Hill Elementary,Orange Chickenless Bites (4 bites),0,125,0.0
Freedom Hill Elementary,Orange Flavored Dried Cranberries (Each),0,0,0.0
Freedom Hill Elementary,Orange Slices (6 Slices per 1/2 cup),0,35,0.0
Freedom Hill Elementary,Original Flavored Dried Cranberries (Package),0,0,0.0
Freedom Hill Elementary,"Penne Pasta with Marinara and Beef Meatballs (1/2 cup cooked pasta, 1/2c sauce, 5 meatballs)",0,4,0.0
Freedom Hill Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",0,43,0.0
Freedom Hill Elementary,Pineapple Pepper Fruit Salsa (1 TBSP),0,18,0.0
Freedom Hill Elementary,Potato Wedges (4 pieces),0,22,0.0
Freedom Hill Elementary,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",0,3,0.0
Freedom Hill Elementary,Raspberry Lemonade Flavored Dried Cranberries (Each),0,0,0.0
Freedom Hill Elementary,Red Delicious Apple (Each - serving),0,129,0.0
Freedom Hill Elementary,Roasted Plantains (3 Slices),0,6,0.0
Freedom Hill Elementary,"Salsa, Mild Canned (1.5 oz)",0,88,0.0
Freedom Hill Elementary,Sour Cream (2 Tablespoons),0,48,0.0
Freedom Hill Elementary,Steamed Baby Carrots (1/2 cup),0,88,0.0
Freedom Hill Elementary,String Cheese (Each),0,0,0.0
Freedom Hill Elementary,Sweet Thai Chili Chicken Wings (3 Wings),0,30,0.0
Freedom Hill Elementary,Whole Strawberries (1/2 cup thawed),0,302,0.0
Freedom Hill Elementary,Whole Wheat Dinner Roll (2 rolls),0,60,0.0
Frost Middle,"Bread, Loco (1/2 piece)",8,10,80.0
Frost Middle,Fat Free White Milk (Each),1118,1508,74.13793103448276
Frost Middle,Peach Yogurt Power Pack (Power Packs),369,569,64.8506151142355
Frost Middle,1% White Milk (Each),832,1524,54.59317585301837
Frost Middle,Chickpeas - salad bar entree (1/2 cup),42,80,52.5
Frost Middle,Mustard Packet (Packet),485,950,51.05263157894737
Frost Middle,Fat Free Chocolate Milk (Each),5951,11902,50.0
Frost Middle,Natural Breakfast Syrup (Each),95,200,47.5
Frost Middle,Asian Veggie Sub (sandwich),23,49,46.93877551020408
Frost Middle,Potstickers (6 Potstickers),8,18,44.44444444444444
Frost Middle,Mayonnaise Packet (Packet),399,950,42.0
Frost Middle,Asian Meatball Sub (sandwich),62,148,41.891891891891895
Frost Middle,Black Beans (1/2 cup),20,48,41.66666666666667
Frost Middle,Chickenless Bites (4 Bites),73,193,37.82383419689119
Frost Middle,Black Beans (1/4 Cup),107,288,37.15277777777778
Frost Middle,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),20,54,37.03703703703704
Frost Middle,Broccoli Florets (1/4 cup),105,300,35.0
Frost Middle,Italian Dressing (1 ounce),675,2000,33.75
Frost Middle,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium (2 TBSP)",268,800,33.5
Frost Middle,Roasted Plantains (6 Slices),13,42,30.952380952380953
Frost Middle,Mandarin Orange Pepper Fruit Salsa (1 TBSP),12,39,30.76923076923077
Frost Middle,"Sauce, Spicy Mayo (tbsp)",12,39,30.76923076923077
Frost Middle,"Beef, Taco Meat, Pre-Cooked (1/2 cup (#8 scoop))",127,461,27.54880694143167
Frost Middle,"Salsa, Mild Canned (1.5 oz)",112,418,26.794258373205743
Frost Middle,"Calzone, Cheese (Each)",17,65,26.153846153846157
Frost Middle,PB&J Power Pack (Power Packs),843,3226,26.131432114073156
Frost Middle,Alfredo & Basil Lasagna (Each),48,190,25.263157894736842
Frost Middle,Sweet Thai Chili Sauce (ounce),8,32,25.0
Frost Middle,Cherry Flavored Dried Cranberries (Each),430,1750,24.571428571428573
Frost Middle,Tomato & Basil Lasagna (Each),10,41,24.390243902439025
Frost Middle,Potato Encrusted Breaded Pollock (Fillet),42,173,24.277456647398843
Frost Middle,Marinara Sauce (1/2 cup),80,332,24.096385542168676
Frost Middle,Bottled Water (Bottle),264,1105,23.891402714932127
Frost Middle,Fish Tacos (2 Tacos),12,51,23.52941176470588
Frost Middle,Whole Wheat Dinner Roll (2 rolls),57,249,22.89156626506024
Frost Middle,Cherry Tomatoes (1/4 cup),54,240,22.5
Frost Middle,Soft Pretzel (1 pretzel),82,368,22.282608695652172
Frost Middle,Black Beans - salad bar entree (1/2 cup),43,198,21.71717171717172
Frost Middle,Chickpeas (1/4 cup),96,448,21.428571428571427
Frost Middle,Black Beans (1/2 Cup),10,48,20.833333333333336
Frost Middle,Vegetable Dumpling (6 dumplings),22,108,20.37037037037037
Frost Middle,Sour Cream (2 Tablespoons),82,436,18.807339449541285
Frost Middle,Orange Sauce (ounce),44,238,18.487394957983195
Frost Middle,Pasta with Meat Sauce (serving),106,578,18.33910034602076
Frost Middle,Arepa w/Taco Beef (1 Aprea + #8 scoop of beef),5,30,16.666666666666664
Frost Middle,Corn (1/2 cup (cooked)),50,300,16.666666666666664
Frost Middle,Spicy Breaded Chicken Patty on Bun (Sandwich),246,1501,16.389073950699533
Frost Middle,Chickenless Bites (2 Bites),17,111,15.315315315315313
Frost Middle,Spicy Chicken Wrap (Wrap),38,249,15.261044176706829
Frost Middle,Turkey Pepperoni Pizza (Slice),83,560,14.821428571428571
Frost Middle,Ketchup Packet (Packet),1005,6870,14.628820960698691
Frost Middle,Hot Turkey & Cheese (sandwich),33,231,14.285714285714285
Frost Middle,Chicken & Vegetable Dumplings (6 dumplings),31,225,13.777777777777779
Frost Middle,Cheeseburger (Sandwich),71,516,13.75968992248062
Frost Middle,"Bread, Loco (flatbread)",181,1331,13.598797896318557
Frost Middle,Orange Chickenless Bites (4 bites),7,59,11.864406779661017
Frost Middle,Chilled Peaches (1/2 cup (drained)),114,980,11.63265306122449
Frost Middle,WG Baked Funyuns (Each),22,208,10.576923076923077
Frost Middle,Potato Wedges (7 pieces),60,570,10.526315789473683
Frost Middle,Baked Cheese Sticks (2 Cheese Sticks),99,963,10.2803738317757
Frost Middle,Grilled Cheese Sandwich (Sandwich),11,109,10.091743119266056
Frost Middle,Baby Carrots (3 baby carrots per 1/4 cup),237,2360,10.042372881355933
Frost Middle,Cucumber Slices (1/4 cup),284,2830,10.035335689045937
Frost Middle,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),30,317,9.46372239747634
Frost Middle,Gala Apple (Each),257,2741,9.376140094855892
Frost Middle,Tex Mex Corn (1/2 cup),21,233,9.012875536480687
Frost Middle,Cheese Pizza (Slice),69,843,8.185053380782918
Frost Middle,Vegan Burger (Sandwich),6,76,7.894736842105263
Frost Middle,Marinara Sauce (1/4 Cup),21,288,7.291666666666667
Frost Middle,Tomato Soup (8 oz Ladle),30,418,7.177033492822966
Frost Middle,Apple Slices (3 slices per 1/4 cup),100,1600,6.25
Frost Middle,Bean and Cheese Pupusa (Pupusa),7,114,6.140350877192982
Frost Middle,Hamburger (Sandwich),11,184,5.978260869565218
Frost Middle,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",9,197,4.568527918781726
Frost Middle,Corn (1/4 cup (thawed)),12,300,4.0
Frost Middle,Chocolate Chip Cookie (1/2 Cookie),43,1255,3.4262948207171315
Frost Middle,Chicken Tenders (3 tenders),92,2738,3.3601168736303872
Frost Middle,Cheese Quesadilla (Quesadilla),3,94,3.1914893617021276
Frost Middle,Cooked  Brown Rice (1 cup cooked),39,1317,2.9612756264236904
Frost Middle,Doritos RF Nacho Cheese (Each),4,172,2.3255813953488373
Frost Middle,Lettuce Blend Salad Mix (1/2 cup),215,10000,2.15
Frost Middle,Orange Slices (3 slices per 1/4 cup),227,14970,1.516366065464262
Frost Middle,Chilled Mandarin Oranges (1/4 cup (drained)),5,400,1.25
Frost Middle,Orange (1/4 cup),10,828,1.2077294685990339
Frost Middle,Banana (Each),4,430,0.9302325581395349
Frost Middle,"Apple, Slices, IW - ER Supper Only (Each)",0,600,0.0
Frost Middle,Beef Meatball Sub Sandwich (Sandwich),0,96,0.0
Frost Middle,Blueberry Bread (1oz Grain (1/64 Baked Pan)),0,187,0.0
Frost Middle,Chana Masala (1/2 cup),0,69,0.0
Frost Middle,Chicken Masala Drumstick (Drumstick),0,15,0.0
Frost Middle,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),0,144,0.0
Frost Middle,Fish Filet Potato Encrusted (each),0,4,0.0
Frost Middle,"Patty, Chicken, Spicy, Breaded (2 strips)",0,4,0.0
Frost Middle,Potato Wedges (4 pieces),0,60,0.0
Frost Middle,Red Seedless Grapes (8 grapes per 1/4 cup),0,500,0.0
Frost Middle,Roasted Plantains (3 Slices),0,27,0.0
Frost Middle,"Salsa, Mild Canned (2 Tablespoons)",0,50,0.0
Frost Middle,Steamed Broccoli (1/2 cup),0,120,0.0
Frost Middle,Sweet N' Salty Popcorn (Bag),0,139,0.0
Frost Middle,Turkey Pepperoni Pizza (1.37 oz),0,163,0.0
Garfield Elementary,Chickpeas (1/4 cup),135,261,51.724137931034484
Garfield Elementary,Black Beans (1/4 Cup),24,55,43.63636363636363
Garfield Elementary,Corn (1/4 cup (thawed)),35,192,18.229166666666664
Garfield Elementary,"Peppers, red, pre-sliced (1/2 cup sliced)",15,122,12.295081967213115
Garfield Elementary,Baby Carrots (6 Baby Carrots per 1/2 cup),24,200,12.0
Garfield Elementary,Baby Carrots (3 baby carrots per 1/4 cup),35,320,10.9375
Garfield Elementary,Manager's Vegetable Choice (1/4 cup),102,979,10.41879468845761
Garfield Elementary,Cherry Vanilla Yogurt Power Pack (Power Packs),4,52,7.6923076923076925
Garfield Elementary,Cucumber Slices (1/4 cup),35,515,6.796116504854369
Garfield Elementary,"Lettuce, Green Salad Mix (1 cup)",5,80,6.25
Garfield Elementary,Orange Slices (3 slices per 1/4 cup),139,2316,6.001727115716753
Garfield Elementary,Corn (1/2 cup (cooked)),5,97,5.154639175257731
Garfield Elementary,Lettuce Blend Salad Mix (1/2 cup),34,1165,2.9184549356223175
Garfield Elementary,Steamed Broccoli (1/2 cup),2,77,2.5974025974025974
Garfield Elementary,Broccoli Florets (1/4 cup),4,181,2.209944751381215
Garfield Elementary,Orange (1/4 cup),5,450,1.1111111111111112
Garfield Elementary,Apple Slices (3 slices per 1/4 cup),51,5030,1.0139165009940359
Garfield Elementary,Chilled Mandarin Oranges (1/4 cup (drained)),2,330,0.6060606060606061
Garfield Elementary,1% White Milk (Each),0,1047,0.0
Garfield Elementary,Alfredo & Basil Lasagna (Each),0,101,0.0
Garfield Elementary,Apple Juice (Each),0,0,0.0
Garfield Elementary,Applesauce (1/2 Cup),0,177,0.0
Garfield Elementary,Asian Meatball Sub (sandwich),0,110,0.0
Garfield Elementary,Asian Veggie Sub (sandwich),0,347,0.0
Garfield Elementary,Assorted  4 oz Yogurt (Container),0,0,0.0
